מספר סידורי,קישור-באתר,שם הסרט,שנה,אורך,ז'אנר,שחקנים,תיקייה 
2286,http://www.torec.net/sub.asp?sub_id=27662,מלכי הרחוב 2 מנוע העיר,2011,85 דקות,דרמה / פעולה / פשע,ריי ליוטה,movies/מלכי הרחוב 2 מנוע העיר.txt
2287,http://www.torec.net/sub.asp?sub_id=28619,נערי הסווינג,1993,112 דקות,דרמה / מוזיקלי,כריסטיאן בייל קנת בראנה רוברט שון לאונרד,movies/נערי הסווינג.txt
2288,http://www.torec.net/sub.asp?sub_id=28602,הנסיכה אורורה,2005,106 דקות,דרמה / מיסתורין / פשע,,movies/הנסיכה אורורה.txt
2289,http://www.torec.net/sub.asp?sub_id=28588,לארגו ווינץ' 2,2011,119 דקות,הרפתקאות / מתח / פעולה,תומר סיסלי שרון סטון אולריך טוקור,movies/לארגו ווינץ' 2.txt
2290,http://www.torec.net/sub.asp?sub_id=28589,הצלף הטענה מחדש,2011,91 דקות,דרמה / מלחמה / מתח / פעולה,מרטין לה מייטרה,movies/הצלף הטענה מחדש.txt
2291,http://www.torec.net/sub.asp?sub_id=28586,13 מתנקשים,2010,141 דקות,דרמה / הרפתקאות / פעולה / זר (יפנית),מיקיג'ירו הירה הירוקי מטסוקאטה איקי סאוומורה,movies/13 מתנקשים.txt
2292,http://www.torec.net/sub.asp?sub_id=28564,שכול,2010, ,אימה / מתח / פשע,מייקל ביין אלכסנדרה דדריו ג'ון סאבאג' ג'ניפר בלאנק נולאן פאנק פייטון ליסט קתרין מייסלה,movies/שכול.txt
2293,http://www.torec.net/sub.asp?sub_id=27799,כת אדומה המקור,2011,120 דקות,מדע בידיוני,רוברט פטריק,movies/כת אדומה המקור.txt
2294,http://www.torec.net/sub.asp?sub_id=27456,ת'ור,2011,130 דקות,דרמה / הרפתקאות / פנטזיה / פעולה,כריס המסוורת' נטלי פורטמן טום הידלסטון סטלאן סקארסגרד קאט דנינגס קלארק גרג קולם פיורה ריי סטיבנסון אידריס אלבה ג'יימי אלכסנדר טדאנובו אסאנו ג'ושוע דאלאס רנה רוסו אנתוני הופקינס,movies/ת'ור.txt
2295,http://www.torec.net/sub.asp?sub_id=28578,בחורים רעים,1983,104 דקות,דרמה / מתח / פשע,שון פן ריק רוזנטל אסאי מורלס,movies/בחורים רעים.txt
2296,http://www.torec.net/sub.asp?sub_id=24702,שלטון המוח,1981,103 דקות,מדע בדיוני / פעולה / אימה,ג'ניפר אוניל סטיבן לאק פטריק מקגוהן לורנס דיין מייקל אירונסיד,movies/שלטון המוח.txt
2297,http://www.torec.net/sub.asp?sub_id=28575,הורים במשרה מלאה,1989,124 דקות,דרמה / קומדיה,סטיב מרטין מרי סטרינבורגן דיאנה וויסט ג'ייסון רובארדס ריק מורניס תום הולס מרתה פלימפטון קיאנו ריבס,movies/הורים במשרה מלאה.txt
2298,http://www.torec.net/sub.asp?sub_id=5307,לוכד החלומות,2003,134 דקות,פנטזיה / אימה / מתח / מדע בדיוני / פעולה,תומס ג'יין מורגן פרימן ג'ייסון לי דמיאן לואיס טימותי אוליפנט טום סייזמור דוני וולברג מייקל או'ניל,movies/לוכד החלומות.txt
2299,http://www.torec.net/sub.asp?sub_id=28551,טווח אפס,2010,84 דקות,מתח  / זר (צרפתית),ג'ילס לולש רושדי זם אלנה אניה מוסה מאאסקרי,movies/טווח אפס.txt
2300,http://www.torec.net/sub.asp?sub_id=28550,קלף החסד,2010,101 דקות,דרמה,מייקל ג'ויינר לואיס גוסט ג'וניור סינדי הודג' כריס תומאס קיאנה מק'דניאל ג'ורג' ברדשאו כריס ג'ונסון,movies/קלף החסד.txt
2301,http://www.torec.net/sub.asp?sub_id=28413,הרודף,2008,125 דקות,דרמה / מתח / פשע / זר (קוריאנית),גיאנג יו הא יון-סאוק קים הונג-ג'ין נה,movies/הרודף.txt
2302,http://www.torec.net/sub.asp?sub_id=28544,המארח המושלם,2010, ,מתח,דיוויד הייד פירס קליין כרופורד נתנאל פארקר הלן רדי מגהן פרי ג'וסף וויל ג'ורג' צו'נג שריל פרנסיס הרינגטון,movies/המארח המושלם.txt
2303,http://www.torec.net/sub.asp?sub_id=28545,בומרנג,1992,117 דקות,קומדיה / רומנטיקה / זר (EnglishEnglish<),רובין גיבנס,movies/בומרנג.txt
2304,http://www.torec.net/sub.asp?sub_id=8041,הילדים של מחר,2006,109 דקות,הרפתקאות / דרמה / מדע בדיוני / מתח,קלייב אוון ג'וליאן מור מייקל קיין צ'יווטל אז'יופור קלייר-הופ אשיטי צ'ארלי האנהם דני יוסטון פיטר מולן,movies/הילדים של מחר.txt
2305,http://www.torec.net/sub.asp?sub_id=1378,שם הורד,1986,130 דקות,דרמה / מיסתורין / מתח / פשע,שון קונרי כריסטיאן סלייטר הלמוט קוולטינגר אליה בסקין נייקל לונסדייל רון פרלמן,movies/שם הורד.txt
2306,http://www.torec.net/sub.asp?sub_id=28377,ג'יין אייר,2011, ,דרמה / רומנטיקה,מיה ווסיקוסקה ג'יימי בל סו אליוט הולידיי גריינגר,movies/ג'יין אייר.txt
2307,http://www.torec.net/sub.asp?sub_id=15395,דמבו הפיל המעופף,1941,64 דקות,אנימציה / דרמה / מוסיקלי / משפחה,אדוארד ברופי סטרלינג הולוואי ורנה פלטון קליף אדוורדס הרמן בינג קריין,movies/דמבו הפיל המעופף.txt
2308,http://www.torec.net/sub.asp?sub_id=28528,צמיג,2010,82 דקות,אימה / קומדיה / דרמה,סטפן ספינלה רוקסן מסקידה ווינגס האוזר,movies/צמיג.txt
2309,http://www.torec.net/sub.asp?sub_id=28527,צייטגייסט נעים קדימה,2011,161 דקות,דוקומנטרי,,movies/צייטגייסט נעים קדימה.txt
2310,http://www.torec.net/sub.asp?sub_id=25750,כל הדברים הטובים,2010,120 דקות,דרמה / מיסתורין,קירסטן דאנסט ריאן גוסלינג דיאן ונורה פיליפ בייקר הול פרנק לנג'לה ג'פרי דין מורגן קריסטן וויג,movies/כל הדברים הטובים.txt
2311,http://www.torec.net/sub.asp?sub_id=28280,בריון ברשת,2011,120 דקות,דרמה,אמילי אוסמנט קיי פנבייקר קלי רוהאן ג'ון מקלארן רוברט ניילור קרולין רדקוף,movies/בריון ברשת.txt
2312,http://www.torec.net/sub.asp?sub_id=27388,מהיר ועצבני 5,2011,130 דקות,דרמה / מתח / פעולה / פשע,פול ווקר וין דיזל דווין ג'ונסון גל גדות ג'ורדנה ברווסטר אלסה פאטאקי טייריס גיבסון מאט שולף לודקריס,movies/מהיר ועצבני 5.txt
2313,http://www.torec.net/sub.asp?sub_id=27889,שודדי הקאריביים 4 על זרמי הזרים,2011,141 דקות,הרפתקאות / פנטזיה / פעולה,ג'וני דפ איאן מק'שיין פנלופה קרוז ריצ'ארד גריפית'ס ג'פרי ראש סטפן גרהם קית' ריצ'ארדס,movies/שודדי הקאריביים 4 על זרמי הזרים.txt
2314,http://www.torec.net/sub.asp?sub_id=28520,הקונספירטור,2011,123 דקות,דרמה,טובי קבל,movies/הקונספירטור.txt
2315,http://www.torec.net/sub.asp?sub_id=28498,הוד מעלתך,2011,102 דקות,קומדיה / הרפתקאות / מתח / פנטזיה,רסמוס הארדיקר נטלי פורטמן טובי ג'ונס ג'אסטיון ת'רוקס זואי דשאנל צ'ארלס דאנס,movies/הוד מעלתך.txt
2316,http://www.torec.net/sub.asp?sub_id=28496,החיים הכפולים של וולטר,2011,91 דקות,דרמה / קומדיה,מל גיבסון ג'ון סטיוארט ג'ודי פוסטר אנטון ילצ'ין מישל אנג זכארי בות' ביל מאסוף ריילי תומאס סטיוארט,movies/החיים הכפולים של וולטר.txt
2317,http://www.torec.net/sub.asp?sub_id=27850,אקס-מן ההתחלה,2011,132 דקות,דרמה / הרפתקאות / פעולה,ג'יימס מקאבוי מיכאל פאסבנדר רוז בירן ג'יסון פלאמינג ניקולס הולט ריי ווייז אוליבר פלאט ינואר ג'ונס,movies/אקס-מן ההתחלה.txt
2318,http://www.torec.net/sub.asp?sub_id=26216,לעולם אל תתן לי ללכת,2010,103 דקות,דרמה / מתח,קארי מוליגן קירה נייטלי אנדרו גארפילד,movies/לעולם אל תתן לי ללכת.txt
2319,http://www.torec.net/sub.asp?sub_id=4717,טיפשים בהפסקה שנייה,2003,85 דקות,קומדיה,דרק ריצ'רדסון אריק כריסטיאן אולסן רייצ'ל ניקולס יוג'ין לוי שרי אוטרי לואיס גזמן וויליאם לי סקוט אלדן הנסון מימי רוג'רס,movies/טיפשים בהפסקה שנייה.txt
2320,http://www.torec.net/sub.asp?sub_id=28450,אנשי האמצע,2009,105 דקות,דרמה / פשע / קומדיה,כריסטופר מאליק אוליבר סטון פול תומאס אנדרסון קלסי גרמר לוק וילסון,movies/אנשי האמצע.txt
2321,http://www.torec.net/sub.asp?sub_id=28425,חיוכי ליל קיץ,1955,108 דקות,קומדיה / רומנטיקה  / זר (שוודית),סטיבן סונדהיים נאימה וויפסטרנד,movies/חיוכי ליל קיץ.txt
2322,http://www.torec.net/sub.asp?sub_id=28424,שוברות הלבבות,2001,123 דקות,פשע / קומדיה / רומנטיקה,סיגורני וויבר ג'ניפר לאב יואיט ריי ליוטה ג'ייסון לי אן בנקרופט ג'פרי גונס ג'ין הקמן,movies/שוברות הלבבות.txt
2323,http://www.torec.net/sub.asp?sub_id=28423,העין,2002,99 דקות,אימה / דרמה / מתח,אנג'ליקה לי לאורנס צ'ו צ'וטצ'ה רויינאנון יוט לאי סו קנדי לו ין פינג קו פיאר פנג,movies/העין.txt
2324,http://www.torec.net/sub.asp?sub_id=28422,שיער טוב,2009,95 דקות,דוקומנטרי / קומדיה,,movies/שיער טוב.txt
2325,http://www.torec.net/sub.asp?sub_id=28421,מועדון הבנג-בנג,2010, ,דרמה,מאלין אקרמן טיילור קיטש ריאן פיליפה אשלי מולהרון פרנק ראות'נבאך נילס ואן ג'רסוולד ראסל סבאדייר,movies/מועדון הבנג-בנג.txt
2326,http://www.torec.net/sub.asp?sub_id=28420,הכנסת האורחים שלנו,1923,73 דקות,משפחה / קומדיה,ראךף בושמן ג'ו קיטון,movies/הכנסת האורחים שלנו.txt
2327,http://www.torec.net/sub.asp?sub_id=28419,היפנוזה,2004,93 דקות,אימה / מתח / זר (ספרדית),קריסטינה ברונדו קרלוס לייסרט,movies/היפנוזה.txt
2328,http://www.torec.net/sub.asp?sub_id=28418,הפאה,2005,97 דקות,אימה / זר (קוריאנית),סאון יו,movies/הפאה.txt
2329,http://www.torec.net/sub.asp?sub_id=28415,בתוך גוף האדם,2007,120 דקות,דוקומנטרי,,movies/בתוך גוף האדם.txt
2330,http://www.torec.net/sub.asp?sub_id=28414,ארתור,2011,110 דקות,קומדיה,ראסל בראנד הלן מירן גרטה גארוויג ג'ניפר גארנר גראלדין ג'יימס ניק נולטי ג'ון הודגמן סקוט אדיסט פיטר ואן ווגנר רוברט קלווסי,movies/ארתור.txt
2331,http://www.torec.net/sub.asp?sub_id=4883,מגרש השדים,1973,122 דקות,דרמה / אימה,מקס וון סידוב אלן בורסטין ג'ייסון מילר לי ג'יי קוב לינדה בלייר,movies/מגרש השדים.txt
2332,http://www.torec.net/sub.asp?sub_id=20523,ילדי התירס,2009,92 דקות,אימה,דניאל ניומן דייויד אנדרס קנדיס מק'קלור פרסטון ביילי ריאן ברטרוך ג'ק וייט אוסטין דרהר אלכסה ניקולס,movies/ילדי התירס.txt
2333,http://www.torec.net/sub.asp?sub_id=14458,המירוץ לזהב (זהב של שוטים),2008,113 דקות,הרפתקאות / מתח / קומדיה / רומנטיקה,מת'יו מקונוהיי קייט האדסון דונאלד סת'רלנד אלקסיס דזינה איוון ברימנר ריי ווינסטון קווין הארט,movies/המירוץ לזהב (זהב של שוטים).txt
2334,http://www.torec.net/sub.asp?sub_id=14108,יום הדין,2008,105 דקות,דרמה / מדע בדיוני / מתח / פעולה,מייאנה בורינג בארי קאמרון אמה קליסבי מרטין קומפסטון קרייג קונוואי ג'ייסון קופ ג'רמי קראצ'לי,movies/יום הדין.txt
2335,http://www.torec.net/sub.asp?sub_id=16222,ריקוד המתים,2008,95 דקות,אימה / הרפתקאות,ג'ארד קונסניטז גרייסון צ'אדוויק צ'נדלר דארבי קאריסה קאפוביאנקו רנדי מקדוואל מייקל ו מאמוליטי מארק לינץ',movies/ריקוד המתים.txt
2336,http://www.torec.net/sub.asp?sub_id=14369,השוד המלוטש (ללא רבב),2007,108 דקות,דרמה / פשע,דמי מור מייקל קיין ג'וס אקלנד ג'ונתן אריס סיימון דיי ג'וסף ד'באצ'ה-קן קונסטנטין גרגורי דוד הנרי,movies/השוד המלוטש (ללא רבב).txt
2337,http://www.torec.net/sub.asp?sub_id=8554,המרדף לאושר,2006,117 דקות,דרמה / ביוגרפיה,וויל סמית' ג'יידן סמית' תנדי ניוטון בריאן האווי ג'יימס קארן דן קסטלנטה קורט פולר קווין ווסט,movies/המרדף לאושר.txt
