מילה,מספר מופעים 
חמדן,2
טאלי,4
סנדביצ'ים,1
כוכבא,2
כוונות,2
כוכבו,1
אידיאליסט,3
מסירות,3
ניוטון,26
להוואי,1
בובארי,4
טאמבה,2
עורו,3
מרקורי,1
וקטלני:,1
שוכללה,1
והדבר,6
וריי,1
בפזיזות,2
לנהרות,1
בפרשיית,6
מסורות,1
ומדוע,1
לערפדים,4
בשימוש,1
והשתיים,2
קאנקרדס,2
והשתיין,1
מתפקד,7
שמגדלת,1
כוכבת,27
נבחרו,2
ג´זירה,2
מהכיש,1
ברוצ'סטר,1
מההמון,2
האנדורנס,1
בכדי,181
ריקארדו,2
החץ,1
כשגדלה,2
גירסת,2
שהתגלתה,2
הפוטנציאלים,1
מרירה,4
שהניידת,1
למעין,4
החג,13
ומאסימו,1
החל,44
גירסה,5
החן,1
השיחה,1
החי,27
שגריר,5
עוקצניים,1
ריקארדס,4
להינתק,1
מהחושים,1
גינן,2
להחליש,2
התעללות,10
כעט,1
המרגשת,5
והמצוטטות,1
להחליף,9
שלטונות,2
להחליק,1
תכריע,1
קופליי,6
השחורות,2
ההונים,1
סטטי,2
שיבאטה,2
תכריש,2
הפרצוף,3
גראבינה,2
סטטן,3
הויכוחים,1
ולוזר,1
שיתמודד,1
בקריאתו,1
ונכבשת,1
חשפנות,1
השכונתי,5
מג’ף,1
הימור,3
רואדפוקנון,2
להחליט,26
'ואן,1
בקצין,2
במוות,7
להחלים,3
וההיסטרית,1
מתערבלים,1
קגלין,2
במאליבו,2
והקרובים,1
לעצירה,9
שסוטה,1
ג'יורג'יו,1
פיקוד,3
מברזיל,1
בנדו,2
המגודלים,1
פיקוח,4
לילדות,1
שהביא,8
צטהם,2
להתוודע,1
שהתרגומים,1
קרליטו,4
שהביך,2
לגלובוס,3
וונהם,6
בשוליים,3
שהביס,1
האמריקאית,49
שהלה,1
הרוקיסטי,1
שהבית,2
בכנסי,2
Footage,1
שהלך,4
אלמודובר,7
כשהפילים,1
הזיבט,2
מטסוקאטה,2
לעצירת,2
מושכרים,1
פיקוק,7
הירוקות`,1
מקנאה,1
ותפילות,1
וירטוזי,1
לאטיפה,18
עצבים,10
אקסטרווגנטית,1
ברנגר,29
למעלה,19
מפיצהעליו,1
מרייה,3
מעלליהם,4
שאלברט,1
שתיוולד,1
וג’ון,1
מריים,2
ג'ייקוב,15
מרגע,16
מרגל,12
תמונתו,2
ימגוצי,2
מרגי,2
מחזמרים,1
קוקרום,2
הימלר,1
לכותלי,1
אקדוחנים,4
אחוזתו,1
הקרתני,1
מדונה,6
ודרישת,1
ההדדיים,1
נשארו,10
הדלתות,1
טאקאטושי,2
מגוללות,1
הנחיתה,2
שהאיגוד,1
ולדיסלב,1
במחושב,1
לטום,2
פאבריציו,2
לימודיהם,1
וויינרייט,2
עבירה,3
סטניו,2
סרבה,1
ממשאלותיו,1
בוארנז,2
טרזבצובסקה,2
קבאני,1
סרבי,4
דאיין,2
אוצרות,10
סרבן,2
ומעבירה,1
כלודיה,2
למוסלמי,1
דוקא,1
ולמרות,10
הערמומי,3
שתוקפים,2
Missing,1
דאייר,3
טקהאשי,2
המתנהלים,1
טסיגר,2
ביזאנטיום,2
בשכנה,1
יושבת,1
כמנהיג,4
חוזר,202
'לזכור,1
במכונת,2
יאו,25
בהתהוות,1
טמוארה,2
וולודיה,1
ווינרסקי,2
יאם,7
עולמנו,2
130,2
137,1
136,1
135,1
הנמלטים,2
מהאלימות,2
פסיפס,4
להעלות,19
ומלוקקים,1
שאורב,1
סנפורד,3
Tangerine,1
האריצו,2
זקוקה,5
אנד,5
יושבי,4
יאפ,2
הנבחר,7
חוזה,40
בעליות,1
הראשיות,5
שנישואיה,2
בטס,4
בנחמין,1
שסרח,1
שסרט,2
הכובע,1
שמעגל,1
והשפעותיה,1
סימונה,2
Can,1
גסה,1
פריצתה,1
קרירס,1
בתושבי,1
שתילחץ,1
לכוורת,1
המשתלטים,1
הצטרף,4
לסופרסטאר,1
גרשווין,2
לשליטתו,2
וממורמרת,1
מקייב,7
כשולייה,1
השוטרת,3
קארדון,2
דוקר,2
סטארסקי,2
נשאי,1
מקיין,8
מקייל,2
מקיים,1
מלהיבים,3
בהצדעה,1
יערים,1
טקונה,2
במצפה,1
כצפוי,2
הממומים,1
Next,1
משיג,2
שמערערת,1
הגדל,3
82,1
80,6
86,1
הגדה,1
ובנוסף,20
בירנבאום,4
פרנטיס,2
הגדר,1
גסנה,2
מחטט,1
פרנטיק,2
פינדלי,3
לעלילה,4
וסת,2
סטון´,1
שהדליף,1
מסוחררת,1
ולרביעית,1
תביטו,2
חיכתה,1
המחצב,1
בוטומס,2
שיהמר,1
אושידה,2
ושבסופו,1
דיקטטורה,1
אמורות,4
דיקטטורי,1
ובודד,1
אנג'י,2
אנג'ל,8
מדינת,9
'סטין,4
הזקונים,2
עונשם,2
מצוייר,4
מג'נביב,1
עונשו,7
הכורה,2
ובמסך,1
רינגו,4
מצויים,1
מצויין,7
מונגן,4
שבעולם,7
ובמסע,1
נשגבה,1
רייזברוג,4
להזכיר,2
בגלשן,1
וסרסורים,1
כריסטינה,87
פסטלית,1
מאגיים,2
גייקו,2
המבודדים,3
להכתיב,1
גייקל,2
אייר,14
לנווז,2
לנווה,1
הארלסון,30
וג'ורגן,1
והקור,1
קראטון,1
נשפטו,1
ומפנה,1
מוסטל,14
מוושינגטון,1
לממלכה,3
מוחזקים,1
ההמצאות,2
בלטינית,1
שכנתו,2
צונזר,1
בארת',1
בבייבי-סיטר,1
שכילתה,1
לווגאס,3
North,1
ובראשה,2
אקיהירו,6
ננגיאני,2
טרופותי,2
האינטימיות,2
לממלכת,4
their,2
שורטי,3
פוקהודו,2
וכועסת,1
בנואל,1
דמנט,2
כבדת,1
המוכשרת,1
ובג'ורדי,1
תכירו,1
בנואה,6
ומעצב,1
כשהם,64
ותחושות,1
ירצחו,1
בוטצר,2
מיקרוסקופיות,1
האוקיינוס,29
דטרויט,4
למזרק,1
שמונעת,2
כנועה,1
ודמעות,1
מתוק-מריר,1
שנקרא:,1
כשתחנת,1
שמצטלבים,1
אנס,1
להצלחה,28
למזרח,9
הבירוקרטית,2
מדים-וילי,1
מענגת,1
גונסטון-בורט,2
צורה,5
הכמעט,2
לאסירים,1
ואנתוני,1
העל-טבעיים,1
ששילוב,1
סנייפס,28
כחבר,2
הקלטית,2
והמשעממים,2
לתהות,4
חסרונו,1
והשקרים',1
אוקאלי,2
סנגור,3
מזויפת,3
עזרתו,13
עזרתה,2
בת-ימינו,1
ארווין,9
הציתו,1
שאורח,1
מתח-מיסטיקה,1
קצרים,12
ומייק,4
מנחים,1
ושהאחראים,1
והאדיב,1
מולטי,1
והפופולאריות,1
הקופסא,1
בדרכן,3
רבורדין,2
בדרכם,41
הכהן,4
בדרכי,8
שתופעות,1
אינרסון,2
בדרכה,18
צמיחת,1
שבסון,1
שלגיה,8
הקטנות,5
צ’ן,1
ביורק,4
which,1
וניצחון,2
לגנרל,2
ומייד,3
בלבאן,2
מאיפה,8
תגבה,1
לפרופסור,3
1873:,1
ארנבורו,2
שייקספירית-כמעט,1
מקורו,1
מאזנת,1
קארוואן,1
יתבוננו,1
אורו,1
שסדר,1
פליסנס,4
ארגונים,2
ומפשילה,1
וקודר,1
שקשור,4
ההסדר,1
המספקת,3
העדן:,1
הסיכויים,36
בזכויות,1
אומלי,10
אומלל,1
מדיני,1
נבגדה,1
הנוסעת,4
קריסטגנסון,2
מטאו,8
הפוליטי-חברתי,1
אדורף,7
שהוטבע,1
מכרו,1
ולשאת,1
ולשאר,1
שהאדם,2
ובידי,1
למתרחש,1
גידלה,2
מכרם,2
למפח-נפש,1
הימלטותם,1
שכבות,5
כעוזרת,1
המתחזה,4
המניע,3
כנחותים,1
והפלרטטנית,1
הוברי,1
ומרתקת,1
גסטיס,6
טאליפרו,2
באוהיו,2
גסטין,106
Tekken,3
המתאהב,3
שתשתמש,1
השיפוט,2
ניסויים,12
הצפון-אפריקאית,1
תקנה,6
השיפון,1
הפוך,6
לה-באף,4
לביבי,1
שהאדס,1
שמס',1
ומרמה,1
מאכלסים,2
המשכים,4
תקפוץ,1
עוגת,4
ולעבוד,6
האנטי-קולוניאליסטי,1
ממותו,3
סוואל,4
תנועותיו,1
מקובלת,6
מוצר,4
מוחזק,4
מוחזר,4
מוצק,1
נובטים,1
גראנט,32
תאבון,1
מוצע,1
לורי,51
מתוודעים,1
סניקרס,2
בדרגות,1
פמלייתו,1
שיבחינו,1
לורן,81
עסקיו,3
השבורה,4
לורד,16
דמעה,5
שהסוכן,2
מוליגן,20
שלבסוף,6
וסאמר,1
כשצייד,1
פלייבוי,5
שהשתחרר,6
שהתמודד,1
עסקית,4
שנכתב,11
ומתמשך,2
פרלי,4
מחרידה,6
נורמה,7
קארלטון,2
מוצה,1
תאבות,2
מוצב,6
שנשפטו,1
סוסקינד,2
המזהיר,1
שהפרישה,1
כבתה,1
מתכנסים,4
שכלא,1
שנסיבות,1
סאנדנס,17
FDR,1
וג'יימי,2
יתקפו,1
והפרות,2
וג'יימה,1
שתרדוף,1
גייוויר,8
והפרוע,3
יימו,2
והנשמות,1
וכלבים,1
וגישה,1
מתשלום,1
שמעורב,1
יימס,2
קונטי,9
startfragmentטים,1
נהוג,3
‘החיים,1
תרצה,1
תרצו,2
מתוחכמים,2
מידקיף,2
ריינולדס,79
מוגדר,1
ושמחה,2
הרה,4
הרד,21
הרג,19
הרב,20
ומואשמת,1
המועסק,1
המזמין,1
הרך,1
הרי,23
השירה,2
מקדיר,1
מקדיש,8
המוקפת,2
האקטיביסט,1
מעיירת,1
גאייני,2
ותחילת,1
בהתערבות,1
ינודו,1
יינג-הסיין,2
דאריקו,2
מקדים,2
נולדים,2
מעיירה,11
ובעיית,1
וורטון,1
מכורה,2
מאונטיין,2
הקטעים,2
הרץ,8
הרף,4
הרע,36
הרס,19
בלדאוג,1
מהסרטים'',1
היילנדס,2
טוקוגאווה,1
תטיאנה,2
המדברי,1
הבטחון,7
למסיבת,3
פעמים,22
שהמוות,2
שמוטטה,1
שמעו,2
שמעה,2
שמעז,1
היפיפייה,5
ב-100,2
מכתת,1
ומובטל,2
אלטרנטיביים,1
ג'ינס,1
ליעדן,1
ליעדם,4
והבוס,2
גד,17
פואטיה,1
ליעדו,2
ליעדה,1
אוברקיל,1
אם-המסור,1
פעמית,4
המדברת,2
ובאק,1
סמפסון,8
משגרים,1
הצקות,1
למסיבה,19
בולצאנו,1
ליילד,2
יו-צאן,2
סטנטון,18
העקומות,1
מסתירה,6
מתחרפן,1
אנג’לס,4
אטאל,4
פאם-פאטאל,1
שיגרשו,1
אטאן,6
ייקרא,1
ולקדם,1
ומדינית,1
ג'ואנה,8
פרמר,10
להפוךלשואה,1
פיקודיו,1
פרמה,2
בחתול,2
Middle-Earth,1
רייצ'ך,1
למזלנו,1
מינכאוזן,1
רייצ'ל,43
ונאמנות,1
השנתיים,3
בלייד:,1
נורמנדי,2
אסליאמובה,2
שרוצה,17
שרוצח,2
בעצבים,1
גאסטון,6
סקילתן,1
הרגה,1
ולהכניס,2
משעבדים,1
מכבי,1
תביס,1
הרגל,1
תוכנה,2
מדווחים,1
אולף,1
וכדורי-פיתיון,1
היוקרתיות,2
פבריו,2
העמדת,1
באימם,1
אולר,2
הענין,1
מהתקרית,1
שערורייתי-קומי,1
בן-לאדן,1
התחזות,2
כנס,3
כנף,2
אולו,2
אולה,3
וג'אקוזי,1
למשמע,1
בהתנהגותו,1
התעוררה,1
התעוררו,2
אולם,83
באראנסקי,2
הלהבה,3
הרגע,20
תוכנת,1
מחיזוריה,1
אוהארה,11
ווארדדי,1
מורשים,1
השנה:,1
הפריזאי,2
משועמם,3
צ'אנינג,4
בכבדות,1
בגלריות,1
בעלי-חיים,1
מהלכת,1
הנחשק,6
הוריהם,13
משותף:,1
בקרוב,14
בקרוד,2
1945המטוסים,1
ורוצה,15
חוקרת,13
חייתה,1
כחדרנית,1
פטאר,2
הוצב,2
לוחמם,1
פשעי,3
שפגעה,1
שפגעו,1
לסנליס,1
אסלין,2
הלוזר,1
לוחמת,6
לחמותו,1
לעבד,1
הושלמה,1
ועמנואל,2
בנקול,3
לחזית,2
מרושל,2
הפופולריים,5
שנאסרה,1
tartFragmentג'ורג',1
הויסון,2
הנחשב,9
הנחשד,1
סוחרי,25
שהיחסים,2
סודי,42
להביאן,1
סודן,2
הוסטון,8
מרפים,1
להביאו,2
וליטו,1
סודו,3
סודה,4
נאמני,1
וצייד,3
בייטס,43
גרגנסן,4
לרשויות,2
המובילים,8
שעתו,1
שעתה,1
השפעתו,1
השפעתה,1
שלבה,1
דילהאנט,16
מהפארודיה,1
תוליך,1
השפעתם,1
בתוכניתם:,1
שיקוליו,1
ללילי,1
ווליאם,7
ה-MIT,1
והחמה,1
אבסורדיות,1
סטיטון,2
ללילה,10
עף,3
פגשתי,2
אנדז,5
עפ,21
מחוסרת,3
עת,17
השלילית,3
ער,2
שמשקיפה,1
הוגן:,1
ונהנתנות,1
ומתקרבת,1
קלוסו,1
ה-MI5,1
כשהמלכה,1
בטיסטה,2
יאוש,2
ריקרד,2
שולדט,2
אולנסקה,1
האסקינס,2
אוקסנה,9
סטוארט,15
ורודף,4
טולפן,2
קאטיהאנק,1
ביאכטה,3
מחוסרי,4
עו,12
ואנושית,1
עט,2
על,4295
עם,2427
דולאה,2
פאוקנר,2
תדירים,1
ניו-מקסיקו,1
אימתן,1
ודאלמה,1
לבלשנות,1
ההסתגלות,1
אילו,5
ועכשווי,1
איכפתית,2
אילה,2
ארהארט,1
נחטף,31
ולדמר,2
אובבסיסי,1
וקובעת,1
ועכבישים,1
גוסטין,6
שמזמין,1
בטירוף,7
רוזמרין,2
לתופת,1
התנתק,1
פשטנית,1
מורכבים,5
סריונו,2
אלינו,12
תקוותו,1
ההולנדי:,1
הילידים,1
טייסון,17
הפתטי,1
שלצעירה,1
חלופית,2
היצ'קוק,22
ריצ`ארד,2
הפשיסטים,2
אימתו,2
שתראה,1
שתראו,2
תחביב:,1
רייפורד,5
שגארזוקה,1
דיטלווסן,2
להתפס,1
מסתורם,1
צאנג-היון,2
וקיים,1
מסתורי,99
לקריאת,1
מייגורס,2
מלה,7
בעוצמותיה,1
מוסטפה,1
שמבין,3
נקרו-מוטנטים,1
בריצ'י,1
צובקי,2
אטיטיוד,1
נשמות,13
בוטח,1
ואנו,1
אומר,26
הולווי,5
בבושת,2
אומץ,27
מהלכי,1
שמפסיק,1
המצור,6
ריי-פיליפ,2
יוסון,1
גיבנס,5
מפשל,2
התנקשויות,2
צרפתיה,2
אלמנטים,8
סטנפילד,1
עיוור,7
אילף,1
תעלול',1
אוצואה,2
מסתירים,2
דמים,11
מקאליגוט,2
וואזני,2
הארטלי,3
שהאחראים,1
קנת',1
דמיר,2
שבפתחו,1
וקייטי,1
התקריות,1
בוייר,2
יוסוף,2
מפשע,14
צירוף,2
ומנורת,2
החפים,2
המצוד,8
גיינור,2
מעכלים,1
בשווי,2
מ-1931,1
רומנטיים,8
סכין,6
טריוויה,2
גלניס,4
הגזירה,2
להשיגו,1
שבאי,1
שזכור,1
שחולקים,2
הרדומה,3
יתקרב,1
שטראוס,4
והחלו,1
וינסטד,2
פיתה,4
אמברי,16
המצויירים,1
ליותר,9
שאבא,2
יופי,16
חשודי,1
שאבד,4
כשהסיכויים,1
והעבודות,1
תומסן,3
כיאה,6
בהפינוזה,1
טווה,4
Alive,1
חשודה,6
והמפקד,1
הייסברת,6
העות'מאנית,1
מכושפות,1
ופירס,1
ישפיע,2
וכשפים,2
וטיפול,2
צ`ק,1
שולר,2
וההצדעות,1
רוויות,1
כשלוגאן,1
נגלית,1
עקבותיהם,4
שאליסון,1
בנימוס,1
דלון,21
האיימתי,1
תיק,21
להסתלק,1
דובוגי,2
כינוהו,1
שמתעמת,1
פיישנס,2
נישאת,1
הקאמפי,1
ידיkikmastr,1
דולמן,2
שחלק,4
שבאהבה,1
המקורנן,1
כסמיילי,1
ברמנית,1
ו-Sugar,1
שולח,16
שולט,14
נגלים,1
ללימודי,4
שולל,4
שולם,1
טריימון,1
הונגריה,2
שטאופנברג,1
הוצמד,1
המאוהב,2
סובייטי,5
אוילאו,10
קארלייל,2
מבברלי,2
גדרות,1
והפעולות,1
שחוקים,1
שבלתי,3
מילגייט,2
כנסיה,1
שהתרופה,1
מרזים,1
קדושי,2
אוורסט,2
ומורשתו,1
תכופות,1
ברדלי,29
וקוראת,2
לשפחות,1
בבניית,4
שבלי,1
טעמים,2
מהפכני,3
וקורע,1
טומב,4
סוערות,1
המעצבן,2
בראשות,7
טומי,110
הגרגר,3
דאונופריו,22
סקוט-תומאס,1
הדיפלומטיים,1
המחליטים,4
הרגשת,3
שמכניסה,1
ללוויין,1
נכבדה,1
בתכונות,1
מריגולד,8
מוקומנטרי,1
'עלייתו,1
יתאהב,1
שונים:,1
ולהבריח,1
צאלמט,2
אלבר,1
שועטים,1
לסמל,5
וראיה,1
תמות,7
ובידיעה,1
לענף,1
סנדרס,9
צרפתיות,1
מסייעים,2
ההתעללות,1
קריקטורה,1
ג’ונתן,1
קסוויר,2
הרגשי,2
מונטריאול;,1
שהסיבה,1
הכספומט,2
השתנו,9
אינטלגנציה,2
הגרמניים,2
ברמודץ,2
פאר,10
הגרמנייה,2
מאפיונרים,7
ההסתכלות,1
קנה,4
בשריפה,2
מצבים,6
שגרמו,2
הארטמן,2
מעיפים,1
קלינט,54
לרוחות,2
לפרוייקט,3
במלה,1
הפעילות,3
המתירנות,1
שחורים,16
דן-פם,2
ה-47,1
ברמודה,8
ה-45,1
ה-44,1
ה-42,1
המחתרת,12
ה-40,9
במערבון,4
שבורחים,2
הסופרסוני,1
מקקוין,2
צפרדע,1
שמזינה,1
מתפרצים,2
אנורקסית,1
הסירחון,1
הפעולה,20
Matthew,2
לתועלת,1
הנדלי,2
אייג'י,1
ללאמה,1
ובישירות,1
יאחד,1
קילנר,2
הנדלר,6
מפעילת,1
לתורכיה,1
מק'קטצ'ן,1
מתמקדת,10
איש-כנסיה,1
מישיגן,2
ברהום,8
ומובן,1
המיילים,1
ומסתיים,1
לחשו,1
ומובא,4
גווירה,2
משוכנעת,4
וחלודה,1
קויקסט,1
מהרהר,3
מכירת,5
בדמותכם,1
וויקווד,2
זמפריני,2
קתלין,30
לוקייר,4
מארקאלו,2
כיסאות,2
נפולי,2
ריידל,2
הרודנות,1
להעבירן,1
ריידן,1
ולעקוב,1
הפרישה,3
שהמיני,1
ריידר,46
פטרוני,1
בתוכו,12
הכדורסל,8
פתאומי,4
ותמימה,2
ומתנהג,1
המפטון,5
שמעסיקו,1
גרגור,5
מכירה,14
וכסף,8
ל-Factory,1
בפלרטוטים,1
דגים:,1
שאפשר,13
מוסתרת,1
הסוכנים,7
לנסיכת,1
לאצן,2
שארמה,8
המיוחלים,1
…,2
קארטלידג,4
שעוצמת,1
שפצעים,1
במוסקבה,5
בעדו,2
שויתרה,1
המבנה,3
הסופית:,1
והשלווים,1
אמיצים,8
קוקנית,1
ספוקן,2
סנופי,3
ספגטי,5
לאצי,1
רוצנה,1
ובמיוחד,11
ו-מו,1
באמנות,3
שחיטות,1
הולמרק,2
וסקוט,2
אישוואריה,1
לנסיכה,5
סטוק-פוינטון,2
האימונים,7
הכריש,9
המזחלת,1
ברכב,4
ליחידים,1
מנסים,95
יזרקו,1
רחוקה,6
חילון,1
99,2
98,2
בוה,2
לקורס,2
ומסוגנן,2
השלום,17
בוא,1
בון,19
90,7
אחיושל,1
העריקים,1
95,3
94,2
ולרגל,2
בוט,6
בוק,12
השלוש,2
הסתיימו,2
בוף,3
בוס,16
בונ,1
שמוטס,1
קהילה,11
בוש,21
ומתחבאים,1
מנסיס,2
שפוגעת,2
חילוף,3
המבחן,5
חילוץ,9
התקציר,6
המטלה,1
הכריז,2
100%,1
שיום,19
קמפבל,88
כימי,2
שיוה,2
כריזמה,2
בטבח,2
אופנה,9
להתייצב,4
ספונר,2
ובצעד,1
בברלי,4
הנעול,1
ותעזור,1
להתנהלות,1
סקיינט,6
הספר:גבעת,1
yishai30,1
לגויזאמו,1
משגרתו,1
השפיות,5
לדצמבר,1
ב-27/10/2007,1
בניקולודיאון,1
הגראפית,1
איג'י,1
אובריין,9
להטיל,11
כשנאלצה,1
בשקרים,1
לדעתם,1
לסניור,2
הסאדיסט,1
כשהיריבים,1
חשבון,31
ואובדן,3
למרטי,2
בלבבותיהם,1
יחידי,1
מבראד,1
אופני,1
המבינה,2
יחידה,11
עבדות,4
האדום,22
והצפרדע,2
וחיפוש,2
לכינויו,1
מנקוסו,2
המאופין,1
אנושיות,5
המקבילים,1
לתחום,1
מלהולנד,4
הבזבזני,1
שהקליטה,1
הראפר,4
ואומנותיים,1
שידעה,4
להטיס,1
הוירוס,11
פרחח,3
פורטונדו,2
שבורה,8
ומעבד,1
דבארו,3
dreamed,1
Chris,2
שבורי,1
לטשטש,2
הצ'פלינאי,1
ירכשו,1
לנדקר,2
בבריטים,2
לנשמתו,1
בכזו,1
ומשונות,3
לגמול,1
בג'קסון,1
להשראה,1
ממוזיקת,1
הפוקר,1
יאבק,1
קטנים,33
שהזומבים,1
פולחן,9
מחוזות,1
בכול,9
הסצינות,1
הכתירה,1
שצ'רלס,1
ושעבוד,1
שתחילה,1
בקהיר,1
ריינה,1
סנטייגו,4
מתמלאים,1
במעסיק,1
אגנה,2
פיודרוב,2
בשבילי,5
גונב,4
וולדרידג,2
בשבילם,1
ועלילות,2
גונה,48
אנבת,2
גוני,166
בשבילה,8
בשבילו,6
גונל,4
16:57סונכרן,1
גונס,344
מהגיהינום,2
לרציחתו,3
וויקנס,2
בסבו,1
שבוקר,1
גונר,6
ויומנים,1
שנלחמים,1
קמיליה,6
גיפר,2
אגנס,18
קרקניס,2
ברנד,9
סימת'וניאן,1
וזכה,13
רכושו,1
השראה,34
רכושם,2
וחתול,1
הארוי,6
שענייני,1
מביאות,2
דקדנטית,1
בתפקידי,7
אלמותית,1
גילהרם,2
אודישן,3
בתפקידו,6
בתפקידה,2
העיבודים,2
והאסון,1
וארגנטינה,1
הסליזיים,1
כשייטס,1
ומועברת,2
רולנד,21
שישידו,2
ולתדהמתה,1
סאוורס,2
בכרסומה,1
שמייקל,3
בבד,5
כשהילד,1
ראשומוני,1
מטרות:,1
מסמרי,1
בניה,6
בקונטיקט,6
מסמרו,1
נשמותינו,1
שמוסר,2
הדואר,5
גליקר,2
פלאטון,3
רגוארה,2
תכנע,2
שצפתה,1
והכסף,3
ומכניס,6
ולמדה,1
בפשעים,1
מצלמה,1
בלאיר,2
חמותו,3
חמותה,1
יכבו,1
מייסנר,2
הורזנדובסקי,1
ורואות,1
אגואיסטית,1
שזורם,1
בלאין,2
לינקלאטר,8
תזוזת,1
ורכבת,1
שוכחים,1
מתאשפזת,1
והגיעה,3
והגיעו,2
להסכים,3
הפיתוי,9
דייג,3
דייב,97
ברינר,9
שומבריס,2
חוגגות,1
הנקמה,27
דייל,35
סטפיוק,2
השמיים,11
דייט,12
הליליות,1
עקום,1
גופני,2
שמכיר,3
אווירת,5
פנטזיות,4
קוקטייל,2
שולה,2
עקוב,6
פיאנקה,2
שמכיל,1
וונתוורת',1
אווירי,2
המודרניזציה,1
המעולות,1
מוסכמות,1
שג’ון,1
השואה-מומלץ,1
דאי-גונס,2
דייק,4
סמולוויל,2
ומצילה,1
בלאכר,1
דרסטיות,1
דאליאס,2
באגסי,2
ברינג,1
יואי,2
דייר,12
לדמיון,2
המנתחים,2
זסוזסה,2
לתעוזתם,1
להבלאנק,2
סטארגס,2
הוליכה,1
טראומטית,3
באשיר,2
אנגלינה,44
שוורצמן,13
אפיזודה,1
מחברותיו,1
גודלברג,1
מנהל,75
Chloe,1
במערומיה,1
ששורדת,1
אופנתית,2
מנהג,1
קורבוצ'י,1
וגיבורינו,1
ובהתנהגויות,1
שמתקומם,1
לחשבון,3
מת'יו,7
גונסלבס,4
קולביג,2
אנתוני,188
בקורדיליה,1
רוגנר,2
סלאלוב,2
והוגלה,1
סיהאם,2
קסטנון,2
שבתור,1
לעבוד,79
הטוויסטים,1
המגולל,11
בוז,7
מנופח,1
פייבאק,4
פציעותיו,1
קנזביץ,2
לעוני,2
שהתוכנית,1
ומתעצם,1
לדיאלוג,1
המתקתקים,2
וגרפונקל,1
במלחמתו,1
עוברת,43
בסיכון,4
תמהוניים,1
לגיבור-על,2
מבלבל,1
שוטרי,1
ווייסט,2
ומתבגר,1
שבתוך,1
בתרבותו,1
אליסטאיר,3
שוטרו,2
לנטוש,7
מתקרבים,7
חלויית,1
מבידודו,1
רשויות,4
במשפטי,2
רפתקת,1
מופקעים,1
ייצג,1
סוויון,2
עירית,1
רומפר,2
ועסיסית,1
להרים,3
גאונית,3
לפוצץ,5
להעיף,3
האקדוחנים,1
השימוש,7
לשמרן,1
מנדס,3
מעקבים,2
אסאגאמי,2
המוח,15
מנדל,2
להעיז,2
גאונים,2
מנדי,26
ויוסטס,1
הממארת,1
להעיד,7
נקמורה,2
להריץ,2
בצבעים,2
שהבטיחה,1
Soul’s,1
ברכתו,3
המיסטיים,1
שבשביל,1
ואנדרסון,1
המלווים,2
שרילין,2
מיגייל,1
הנווד,4
קפא,1
בבריחה,5
גוטייה,2
מונפשת,1
לעוקץ,1
רטובה,1
מאשימות,1
שנרשמו,1
להכרויות,2
באיפוק,1
המהירות,3
ברוטלית,1
ואיל,1
Repo,1
קינג'י,2
תופנס,2
מוריטה,8
מונאהן,3
האינטלקטואל,1
ניקולט,6
ומתכנן,6
החשאית,8
מהצבא,8
בוב,178
שותפים,10
ברוטלים,1
המתקיים,4
המנטור,2
גילארד,2
בנושאים,4
שותפיו,9
מינץ-פלאס,1
ואיך,13
בונהם,33
מחנות,6
הלוחצים,1
גוברים,2
טאפרט,2
קוזה,1
פילר,2
רנג'רס,1
בוותיקן,1
המתיישבים,2
וערפל,7
גיבורי-העל,1
שתאפשר,1
וחמשת,1
X,12
העייפות,1
גוליסה,2
ב-IMDB,1
עדנה,8
נינוחה,1
הקפטן,6
ג’וזפה,1
הנבלים,4
שהוכתרה,1
עדני,2
גא'רד,1
מתחפשת,1
בבל,3
והגוריהם,1
release,1
דאלמה,1
החיצוניים,2
שורבה,2
שקורים,2
הטעונים,1
מינויו,1
שאימץ,2
תימהוניים,1
וחלומות,1
נטרפה,1
וסנובייטים,1
אנוואר,4
אינטלקטואלי,1
קוקון,4
בויטי,1
מחסנים,1
Dogs,1
ששטפה,2
בבסיס,5
נגשימה,2
פורטנאו,5
הקונג-פו,4
ייפ,11
הסדיסטית,2
מקנאלי,2
מהמיתולוגיות,1
זקלין,10
האילם,3
באנגליה,16
ותרמיל,1
שמפקדו,1
היגיון,1
ווסקר,1
הטראגי,7
היסטריה,4
לסוכנות,1
הזרוע,2
הכתום,1
מוקצת,1
ולנעול,1
סמלדרס,4
רסנים,2
ניקוביץ,2
ונרצחה,1
ומנסות,2
לשוכרה,1
במקלט,4
מנסיון,3
ונרצחת,2
וטים,2
היסטוריון,1
מלדחוף,1
שמפניה,1
ההתמכרויות,1
מקובלות,2
וסחט,1
מוקצה,1
הישגיו,2
היסטרית,2
קליוון,1
מוקצן,1
להימאס,1
שיבטיח,1
כשקוויד,1
פלוגת,3
שבאמת,12
מדרים,1
עדיף,5
מדריך,10
עידו,9
ממעיט,1
וטיה,1
ואיזולדה,2
ומסכים,2
פרסברנדט,2
אקדחונים,1
המרים,2
התשובות,3
כשאילי,1
מוונזה,2
הנוחה,2
שארני,4
השאירה,2
השאירו,1
התרגום,4
מהפרישה,1
אדה-יאנג,2
סטורגס,9
מסמכי,1
המפלט,6
באזיקים,3
פשרותמרדף,1
דסולייה,2
והנשמה,1
ברוקבק,1
קסטי,2
